genre;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo
disco;0.91;0.641;7;-11.316;1;0.0589;0.0258;6.42e-05;0.0642;0.903;118.533
disco;0.766;0.844;10;-3.851;1;0.0361;0.0261;0.605;0.18;0.835;129.323
disco;0.629;0.851;5;-11.182;0;0.0294;0.0309;0.303;0.0947;0.961;130.7
disco;0.605;0.881;9;-4.891;0;0.0462;0.0266;3.28e-06;0.81;0.965;117.178
disco;0.771;0.649;0;-10.375;1;0.0434;0.0137;0.00111;0.324;0.653;116.286
disco;0.862;0.624;3;-11.63;1;0.0565;0.0192;0.000153;0.0465;0.882;124.896
disco;0.88;0.395;11;-14.629;1;0.102;0.0187;3.24e-05;0.0571;0.854;117.161
disco;0.698;0.853;1;-9.667;1;0.0353;0.0551;0.00196;0.0388;0.879;107.347
disco;0.667;0.521;9;-13.212;0;0.115;0.202;6.55e-05;0.0723;0.856;117.917
disco;0.707;0.854;7;-8.231;0;0.0286;0.149;0.117;0.0987;0.96;114.022
disco;0.814;0.474;0;-12.017;1;0.0309;0.27;8.16e-06;0.599;0.956;101.241
disco;0.564;0.593;9;-9.245;1;0.0328;0.732;0.00366;0.343;0.766;120.753
disco;0.784;0.713;0;-6.865;1;0.0339;0.447;0.14;0.0904;0.97;115.443
disco;0.753;0.67;9;-7.738;1;0.0508;0.0588;0.0;0.033;0.897;113.012
disco;0.762;0.761;1;-10.117;1;0.0323;0.101;5.17e-05;0.0985;0.927;109.056
disco;0.836;0.626;9;-10.143;0;0.0335;0.0943;0.742;0.153;0.898;114.657
disco;0.59;0.868;5;-5.832;0;0.048;0.0962;0.000322;0.442;0.798;184.348
disco;0.879;0.626;7;-6.344;1;0.0604;0.205;6.07e-05;0.056;0.968;110.864
disco;0.796;0.892;0;-8.31;1;0.0333;0.00475;0.0187;0.0717;0.965;120.4
disco;0.594;0.906;1;-5.536;1;0.0594;0.169;0.00122;0.0778;0.892;104.411
disco;0.595;0.921;0;-7.329;1;0.0987;0.179;0.0;0.812;0.937;102.35
disco;0.828;0.417;0;-14.136;0;0.0328;0.00709;0.762;0.0703;0.945;100.28
disco;0.629;0.615;11;-10.972;0;0.0433;0.169;7.23e-05;0.132;0.673;118.805
disco;0.733;0.65;11;-11.878;1;0.0658;0.0133;0.00437;0.627;0.65;120.944
disco;0.863;0.726;9;-6.649;1;0.0494;0.415;0.0299;0.0735;0.93;132.574
disco;0.631;0.713;5;-7.124;1;0.0311;0.00204;0.000344;0.414;0.891;130.949
disco;0.589;0.384;10;-15.075;0;0.0332;0.112;2.8e-05;0.0596;0.354;132.909
disco;0.551;0.89;0;-3.819;0;0.126;0.175;2.53e-05;0.11;0.67;121.752
disco;0.912;0.534;6;-5.319;0;0.0366;0.139;0.102;0.0387;0.963;114.681
disco;0.934;0.646;11;-5.727;0;0.228;0.0303;0.00614;0.0776;0.832;116.351
disco;0.73;0.622;7;-11.7;0;0.0532;0.269;0.00874;0.111;0.752;90.973
disco;0.731;0.804;2;-6.62;1;0.106;0.22;0.0;0.15;0.761;118.933
disco;0.734;0.42;2;-12.036;1;0.028;0.188;0.242;0.0826;0.462;94.161
disco;0.472;0.71;0;-8.852;1;0.0599;0.278;1.36e-06;0.103;0.527;120.052
disco;0.739;0.917;5;-4.459;1;0.0504;0.177;0.119;0.0834;0.749;110.163
disco;0.808;0.485;0;-8.829;1;0.056;0.0761;0.00414;0.0477;0.714;122.659
disco;0.631;0.563;2;-12.135;0;0.0552;0.398;0.0;0.0733;0.947;117.963
disco;0.617;0.879;0;-7.564;0;0.0455;0.127;5.71e-05;0.339;0.746;114.453
disco;0.75;0.785;6;-10.926;1;0.0591;0.0278;0.0;0.0601;0.752;126.361
disco;0.801;0.446;10;-14.605;1;0.0735;0.74;0.038;0.0832;0.925;97.898
disco;0.677;0.667;5;-8.819;1;0.0264;0.0188;0.801;0.168;0.871;117.11
disco;0.682;0.925;2;-6.526;1;0.0483;0.000907;7.73e-05;0.0655;0.876;140.772
disco;0.774;0.641;1;-10.193;1;0.0799;0.0765;0.0;0.0867;0.875;113.256
disco;0.703;0.755;5;-9.337;1;0.0749;0.00947;0.02;0.17;0.731;117.128
disco;0.747;0.548;11;-10.506;0;0.0336;0.309;0.155;0.0592;0.675;105.13
disco;0.791;0.734;5;-5.464;1;0.0629;0.522;0.00165;0.167;0.962;105.854
disco;0.678;0.688;1;-7.83;1;0.0544;0.0611;0.0;0.0671;0.887;114.098
disco;0.663;0.792;0;-5.476;1;0.0311;0.517;0.000139;0.111;0.847;103.009
disco;0.781;0.556;5;-13.067;0;0.0611;0.0661;0.0907;0.0339;0.968;125.999
disco;0.84;0.722;2;-9.448;0;0.064;0.337;0.00456;0.0799;0.903;115.611
disco;0.677;0.703;9;-9.344;1;0.0344;0.143;6.96e-05;0.514;0.962;99.419
disco;0.716;0.585;6;-9.441;0;0.0382;0.000211;0.0341;0.197;0.406;105.431
disco;0.638;0.712;0;-11.103;1;0.0658;0.0499;0.667;0.259;0.917;126.334
disco;0.892;0.433;0;-13.806;0;0.0699;0.0277;0.000892;0.0308;0.924;128.029
disco;0.674;0.767;11;-7.268;0;0.0747;0.0804;0.000312;0.0788;0.772;109.8
disco;0.597;0.581;3;-9.72;1;0.0449;0.257;0.0;0.105;0.885;107.202
disco;0.619;0.948;5;-6.641;0;0.0432;0.00219;0.22;0.199;0.82;123.016
disco;0.64;0.724;2;-7.543;1;0.0324;0.0312;0.34;0.377;0.703;119.455
disco;0.744;0.568;0;-9.629;1;0.0494;0.186;1.18e-05;0.163;0.687;122.657
disco;0.703;0.761;10;-10.136;1;0.0552;0.115;4.99e-06;0.103;0.652;104.838
disco;0.721;0.537;10;-11.3;0;0.0499;0.101;4.86e-05;0.106;0.755;118.917
disco;0.669;0.79;6;-10.648;0;0.0361;0.0213;0.0;0.035;0.962;130.937
disco;0.752;0.36;9;-14.317;0;0.0334;0.499;0.291;0.106;0.636;110.768
disco;0.794;0.636;2;-8.698;1;0.0756;0.00297;0.0141;0.0753;0.847;121.213
disco;0.465;0.48;7;-13.653;1;0.202;0.0343;2.93e-06;0.0427;0.365;184.611
disco;0.8;0.608;11;-9.777;0;0.112;0.0711;0.000361;0.0466;0.841;113.196
disco;0.78;0.542;0;-10.99;0;0.0464;0.0107;0.306;0.0869;0.808;111.271
disco;0.882;0.518;11;-12.493;0;0.0385;0.0368;0.158;0.0851;0.967;126.134
disco;0.739;0.566;11;-13.534;1;0.0335;0.384;3.1e-06;0.0735;0.739;114.045
disco;0.777;0.774;10;-9.276;0;0.156;0.175;5.41e-05;0.0671;0.939;107.818
disco;0.684;0.864;9;-4.819;1;0.0312;0.131;0.00526;0.344;0.978;125.395
disco;0.693;0.708;0;-7.816;1;0.031;0.309;0.00305;0.0857;0.949;125.315
disco;0.691;0.791;10;-7.974;1;0.0373;0.0221;0.0148;0.0643;0.904;128.736
disco;0.683;0.915;11;-5.076;0;0.0679;0.0658;0.000976;0.253;0.882;119.862
disco;0.653;0.652;7;-9.304;0;0.0427;0.13;1.58e-05;0.202;0.846;115.388
disco;0.639;0.795;10;-5.927;1;0.0655;0.034;0.0;0.179;0.939;171.378
disco;0.675;0.447;4;-10.281;1;0.0472;0.461;0.000126;0.142;0.685;106.164
disco;0.782;0.601;5;-11.234;1;0.0526;0.00356;0.00561;0.0466;0.842;118.077
disco;0.791;0.569;2;-10.372;0;0.0553;0.133;0.00035;0.139;0.889;123.977
disco;0.451;0.359;7;-8.567;1;0.0247;0.847;2.97e-05;0.137;0.178;76.015
disco;0.776;0.601;5;-9.335;0;0.0658;0.0192;0.00074;0.0366;0.898;109.976
disco;0.294;0.528;8;-10.01;1;0.0471;0.234;0.0;0.147;0.452;200.813
disco;0.782;0.938;10;-8.692;0;0.05;0.000429;0.121;0.118;0.871;118.086
disco;0.726;0.802;5;-10.006;1;0.0609;0.000702;0.0275;0.059;0.803;110.271
disco;0.595;0.379;10;-12.058;0;0.0454;0.271;2.81e-05;0.1;0.448;92.006
disco;0.702;0.907;9;-6.909;1;0.066;0.0128;0.18;0.0323;0.82;114.762
disco;0.518;0.907;5;-3.732;1;0.0343;0.00221;1.15e-05;0.0838;0.961;140.982
disco;0.697;0.923;9;-3.914;0;0.0921;0.0686;0.809;0.0251;0.87;121.508
disco;0.701;0.896;11;-5.738;0;0.126;0.0194;1.01e-05;0.0521;0.927;120.16
disco;0.651;0.648;9;-7.44;1;0.0346;0.167;1.7e-05;0.192;0.868;97.017
disco;0.433;0.649;4;-8.616;0;0.0435;0.00293;0.208;0.0952;0.739;102.01
disco;0.723;0.881;5;-7.178;0;0.0743;0.349;0.000274;0.705;0.658;136.306
disco;0.768;0.853;10;-5.915;0;0.0427;0.0548;0.13;0.0188;0.889;107.234
disco;0.792;0.476;6;-11.707;1;0.0412;0.372;0.0157;0.027;0.82;98.871
disco;0.896;0.339;11;-9.576;0;0.0884;0.0183;0.552;0.0311;0.389;122.106
disco;0.496;0.563;4;-12.129;0;0.0337;0.000835;0.804;0.373;0.723;97.136
disco;0.878;0.84;6;-13.105;0;0.064;0.0421;0.0035;0.053;0.882;116.222
disco;0.808;0.623;10;-15.805;0;0.0463;0.216;0.000396;0.0782;0.767;104.299
disco;0.814;0.672;9;-12.068;1;0.0619;0.0435;0.0;0.061;0.933;109.394
hiphop;0.848;0.666;0;-6.547;1;0.274;0.173;0.000699;0.129;0.744;96.662
hiphop;0.862;0.642;6;-13.652;0;0.101;0.102;0.0;0.272;0.765;99.201
hiphop;0.875;0.745;1;-5.878;1;0.269;0.0227;2.37e-06;0.287;0.749;95.201
hiphop;0.759;0.756;4;-8.145;0;0.266;0.0903;2.36e-06;0.265;0.613;87.059
hiphop;0.737;0.89;4;-8.443;1;0.158;0.00556;0.00171;0.0801;0.809;105.848
hiphop;0.697;0.687;6;-11.111;1;0.379;0.26;4.8e-05;0.403;0.866;90.247
hiphop;0.782;0.589;1;-4.827;1;0.189;0.148;0.0;0.164;0.869;90.438
hiphop;0.904;0.577;1;-7.293;1;0.132;0.125;0.0;0.115;0.7;102.691
hiphop;0.934;0.459;1;-7.654;1;0.189;0.0516;0.0;0.222;0.697;103.04
hiphop;0.794;0.95;1;-8.78;1;0.294;0.124;7.71e-05;0.133;0.324;94.984
hiphop;0.9;0.619;4;-6.518;0;0.312;0.203;0.00156;0.0647;0.864;94.121
hiphop;0.704;0.642;1;-10.11;1;0.39;0.00704;1.43e-06;0.161;0.72;92.09
hiphop;0.835;0.456;6;-10.195;0;0.266;0.38;0.00359;0.16;0.224;101.889
hiphop;0.712;0.895;10;-4.212;0;0.254;0.181;1.8e-05;0.108;0.727;96.338
hiphop;0.825;0.639;4;-6.607;1;0.185;0.0731;0.0225;0.0612;0.866;97.389
hiphop;0.836;0.484;2;-7.332;1;0.327;0.0454;0.0;0.0557;0.839;95.941
hiphop;0.791;0.759;10;-7.378;0;0.129;0.0314;0.674;0.255;0.619;102.382
hiphop;0.763;0.786;10;-6.472;0;0.229;0.0146;0.0114;0.0817;0.504;93.857
hiphop;0.711;0.62;11;-10.174;0;0.212;0.0175;0.0;0.134;0.805;179.817
hiphop;0.733;0.67;10;-3.532;0;0.132;0.119;0.0;0.442;0.763;86.983
hiphop;0.757;0.725;8;-6.524;1;0.303;0.369;0.00139;0.431;0.707;103.014
hiphop;0.479;0.549;11;-10.551;0;0.373;0.57;0.0239;0.127;0.576;180.985
hiphop;0.836;0.728;10;-12.058;0;0.234;0.00569;0.000819;0.0649;0.599;100.842
hiphop;0.801;0.757;7;-8.01;1;0.316;0.478;1.32e-05;0.163;0.607;88.025
hiphop;0.65;0.9;1;-4.099;0;0.374;0.0252;0.0;0.176;0.659;89.788
hiphop;0.713;0.597;6;-10.741;0;0.37;0.0314;0.0;0.0348;0.803;169.646
hiphop;0.658;0.771;4;-4.318;1;0.271;0.016;0.0;0.654;0.516;85.949
hiphop;0.682;0.647;8;-7.332;1;0.189;0.000693;5.97e-06;0.0693;0.529;181.86
hiphop;0.876;0.42;0;-18.246;0;0.279;0.188;0.00186;0.0668;0.706;98.304
hiphop;0.683;0.902;1;-7.389;0;0.291;0.219;0.000761;0.226;0.724;90.447
hiphop;0.956;0.72;11;-13.476;0;0.137;0.000844;0.0;0.0597;0.961;127.872
hiphop;0.858;0.76;4;-7.895;0;0.254;0.0217;0.0;0.322;0.951;93.082
hiphop;0.729;0.442;11;-8.106;0;0.285;0.151;0.0;0.189;0.757;81.029
hiphop;0.567;0.587;9;-5.626;0;0.0417;0.867;0.0;0.13;0.572;83.046
hiphop;0.779;0.641;2;-11.228;1;0.158;0.134;8.19e-06;0.0831;0.885;164.976
hiphop;0.798;0.888;10;-4.415;0;0.16;0.104;9.47e-06;0.323;0.661;99.608
hiphop;0.665;0.91;6;-4.682;0;0.223;0.0394;0.0;0.227;0.887;84.099
hiphop;0.525;0.724;6;-11.282;0;0.173;0.0106;1.15e-05;0.0563;0.91;186.531
hiphop;0.763;0.541;9;-8.843;0;0.329;0.466;0.0;0.0693;0.885;90.032
hiphop;0.886;0.512;10;-11.825;0;0.237;0.207;0.0;0.0991;0.454;93.997
hiphop;0.761;0.683;2;-10.889;1;0.164;0.141;0.0;0.342;0.671;101.787
hiphop;0.805;0.653;8;-11.251;0;0.185;0.138;0.0;0.1;0.257;100.349
hiphop;0.867;0.679;10;-12.028;0;0.207;0.0336;1.59e-06;0.0742;0.68;101.293
hiphop;0.894;0.625;10;-7.339;0;0.354;0.142;0.0;0.387;0.809;90.121
hiphop;0.765;0.29;4;-17.117;0;0.139;0.0279;0.0;0.571;0.506;92.409
hiphop;0.732;0.554;10;-8.403;0;0.27;0.204;0.0;0.1;0.951;161.233
hiphop;0.778;0.578;9;-7.22;0;0.274;0.432;0.0;0.138;0.758;84.487
hiphop;0.89;0.716;1;-9.673;1;0.296;0.174;0.000589;0.0657;0.656;99.987
hiphop;0.681;0.529;7;-7.897;0;0.0341;0.201;0.0;0.184;0.568;91.081
hiphop;0.721;0.949;6;-5.685;1;0.278;0.0495;0.0;0.327;0.835;83.028
hiphop;0.834;0.878;8;-9.484;1;0.15;0.0461;0.0;0.334;0.418;102.848
hiphop;0.7;0.402;5;-9.93;0;0.278;0.0498;1.04e-06;0.16;0.499;77.871
hiphop;0.802;0.785;9;-4.781;1;0.207;0.14;0.0;0.123;0.435;99.998
hiphop;0.729;0.619;2;-6.798;1;0.386;0.204;0.0;0.0948;0.649;88.02
hiphop;0.837;0.781;11;-3.798;1;0.171;0.00548;0.00394;0.134;0.763;100.512
hiphop;0.835;0.447;6;-14.901;1;0.22;0.155;0.00876;0.108;0.839;113.082
hiphop;0.835;0.707;8;-5.074;1;0.0598;0.0219;2.19e-05;0.108;0.919;93.955
hiphop;0.662;0.928;2;-4.688;1;0.377;0.00324;0.0;0.17;0.775;90.509
hiphop;0.775;0.795;5;-4.171;1;0.206;0.148;0.00119;0.0411;0.796;95.212
hiphop;0.585;0.662;11;-5.861;0;0.149;0.000492;3.08e-05;0.0794;0.931;93.674
hiphop;0.761;0.899;10;-3.09;0;0.183;0.0135;0.0;0.0719;0.673;95.027
hiphop;0.69;0.672;10;-9.38;0;0.382;0.0395;1.71e-06;0.802;0.736;96.332
hiphop;0.775;0.451;1;-9.164;1;0.0567;0.296;6.31e-06;0.123;0.559;92.986
hiphop;0.833;0.619;7;-5.595;1;0.0538;0.111;2.13e-05;0.159;0.901;109.92
hiphop;0.645;0.785;6;-6.016;0;0.365;0.0705;0.000111;0.38;0.673;172.174
hiphop;0.927;0.678;11;-5.41;0;0.362;0.0471;0.0;0.0479;0.374;101.18
hiphop;0.897;0.466;10;-9.053;0;0.203;0.187;1.35e-06;0.0757;0.884;100.01
hiphop;0.865;0.641;10;-6.652;0;0.162;0.0611;0.000107;0.218;0.762;95.307
hiphop;0.645;0.705;1;-5.008;1;0.299;0.000813;0.0;0.128;0.376;137.133
hiphop;0.624;0.723;1;-6.782;1;0.378;0.172;0.0;0.483;0.757;84.789
hiphop;0.661;0.9;11;-5.0;0;0.363;0.0306;0.0;0.0937;0.459;91.841
hiphop;0.813;0.693;10;-8.0;0;0.266;0.0341;0.0;0.121;0.618;103.508
hiphop;0.849;0.521;11;-12.999;0;0.216;0.304;1.65e-06;0.115;0.763;95.265
hiphop;0.764;0.669;8;-5.57;1;0.363;0.0285;5.09e-06;0.337;0.934;89.832
hiphop;0.68;0.894;1;-4.86;1;0.255;0.0206;0.0;0.462;0.803;94.089
hiphop;0.57;0.58;1;-5.547;1;0.21;0.0124;0.0;0.0498;0.404;171.812
hiphop;0.358;0.889;1;-8.045;1;0.335;0.266;1.46e-05;0.172;0.666;85.61
hiphop;0.837;0.78;6;-10.449;0;0.315;0.0527;4.58e-05;0.0894;0.645;93.556
hiphop;0.796;0.543;1;-7.994;1;0.164;0.0486;0.00584;0.124;0.784;91.212
hiphop;0.728;0.832;7;-6.827;1;0.267;0.327;0.0;0.504;0.825;95.051
hiphop;0.727;0.974;4;-2.261;0;0.0664;0.103;0.000532;0.174;0.965;79.526
hiphop;0.808;0.765;6;-7.363;0;0.302;0.00916;0.000196;0.0515;0.761;92.044
hiphop;0.843;0.508;10;-13.918;1;0.221;0.00852;2.1e-06;0.648;0.704;91.094
hiphop;0.592;0.77;1;-3.402;1;0.318;0.122;1.22e-06;0.103;0.361;191.692
hiphop;0.635;0.512;2;-9.749;1;0.0911;0.175;0.0703;0.35;0.489;89.479
hiphop;0.49;0.818;5;-11.976;0;0.251;0.0336;0.0;0.378;0.334;81.942
hiphop;0.423;0.965;2;-2.011;1;0.166;0.0105;1.01e-05;0.234;0.719;90.564
hiphop;0.65;0.515;10;-8.722;0;0.198;0.0196;0.0;0.0974;0.885;97.052
hiphop;0.619;0.561;5;-5.351;0;0.0494;0.0087;6.74e-05;0.304;0.285;90.36
hiphop;0.78;0.738;0;-8.876;0;0.335;0.23;0.0;0.261;0.838;96.902
hiphop;0.591;0.889;7;-3.839;1;0.115;0.0189;0.0;0.155;0.65;143.067
hiphop;0.767;0.909;6;-4.347;0;0.276;0.0794;0.0;0.389;0.39;102.074
hiphop;0.427;0.865;1;-5.059;1;0.383;0.0985;1.44e-05;0.371;0.839;93.427
hiphop;0.789;0.858;1;-5.542;1;0.311;0.127;0.0;0.349;0.775;140.022
hiphop;0.322;0.555;11;-8.726;0;0.129;0.208;0.00437;0.325;0.397;96.019
hiphop;0.895;0.5;2;-15.83;1;0.328;0.569;0.0;0.0937;0.462;113.811
hiphop;0.73;0.837;6;-5.359;0;0.281;0.385;0.0;0.321;0.867;92.127
hiphop;0.613;0.94;9;-5.566;1;0.198;0.00896;0.0;0.83;0.35;94.957
hiphop;0.904;0.557;1;-6.717;1;0.34;0.133;0.00261;0.0926;0.819;90.844
hiphop;0.876;0.71;11;-12.908;1;0.347;0.0654;0.00312;0.918;0.724;98.305
metal;0.317;0.937;9;-5.244;1;0.0651;0.00174;0.723;0.352;0.559;146.584
metal;0.302;0.805;6;-11.395;0;0.0967;0.000849;4.19e-06;0.151;0.578;112.766
metal;0.508;0.852;6;-7.842;1;0.0718;0.00134;0.0;0.363;0.184;129.174
metal;0.282;0.905;0;-9.455;1;0.114;0.000278;0.375;0.0894;0.554;133.837
metal;0.362;0.961;2;-5.664;1;0.0857;0.024;9.35e-06;0.159;0.491;164.019
metal;0.291;0.758;1;-12.103;1;0.0556;0.000918;6.84e-06;0.291;0.446;80.601
metal;0.365;0.978;9;-6.314;1;0.0698;0.00016;0.00241;0.206;0.108;101.886
metal;0.445;0.959;7;-5.875;1;0.0612;3.16e-05;0.00678;0.178;0.365;97.974
metal;0.473;0.783;10;-10.671;0;0.0869;0.0125;0.475;0.268;0.124;91.976
metal;0.294;0.613;1;-10.527;1;0.0374;0.234;0.000498;0.139;0.231;112.767
metal;0.544;0.739;9;-7.383;1;0.0517;0.00392;0.000143;0.168;0.328;118.287
metal;0.428;0.947;10;-8.516;0;0.0751;0.000679;0.0563;0.262;0.223;102.335
metal;0.229;0.704;9;-4.692;1;0.0342;0.000135;0.000384;0.15;0.179;74.6
metal;0.362;0.797;3;-8.824;0;0.0424;0.00328;2e-06;0.0668;0.753;107.249
metal;0.262;0.988;4;-4.939;0;0.117;1.63e-05;0.733;0.21;0.259;113.663
metal;0.355;0.922;0;-7.331;0;0.103;0.136;0.0138;0.265;0.276;126.937
metal;0.52;0.724;1;-8.277;0;0.0364;0.019;0.163;0.137;0.421;90.014
metal;0.534;0.969;3;-3.378;1;0.0535;0.000359;0.564;0.269;0.598;75.005
metal;0.329;0.885;9;-10.661;1;0.0904;0.0242;0.00433;0.735;0.481;163.538
metal;0.24;0.958;11;-10.151;0;0.1;2.73e-05;0.0354;0.769;0.0718;161.887
metal;0.477;0.859;0;-8.625;1;0.0387;0.000333;0.000155;0.265;0.629;91.009
metal;0.197;0.885;4;-11.437;1;0.0664;2.22e-05;0.000981;0.126;0.332;158.964
metal;0.36;0.99;8;-4.444;1;0.17;1.25e-05;3.12e-05;0.172;0.151;191.99
metal;0.175;0.969;1;-4.496;1;0.0877;0.000458;0.0853;0.0889;0.295;192.481
metal;0.61;0.891;4;-5.452;0;0.0587;0.000805;0.0928;0.0657;0.51;139.903
metal;0.496;0.62;4;-7.458;0;0.0265;0.00386;1.47e-06;0.114;0.279;140.06
metal;0.575;0.881;9;-13.012;1;0.0357;0.000117;2.69e-05;0.147;0.699;132.127
metal;0.34;0.783;1;-6.235;1;0.0394;0.00457;0.000153;0.0812;0.312;81.932
metal;0.437;0.891;8;-4.159;1;0.0326;0.000324;8.46e-05;0.0539;0.444;133.814
metal;0.329;0.974;3;-8.77;0;0.135;0.000852;0.000118;0.0904;0.234;140.862
metal;0.245;0.933;4;-8.148;0;0.0863;3.43e-05;0.182;0.0437;0.456;178.555
metal;0.285;0.825;1;-7.049;0;0.0466;0.000826;0.0;0.268;0.516;164.611
metal;0.145;0.988;1;-3.131;1;0.0834;4.68e-06;0.00755;0.293;0.215;187.877
metal;0.196;0.995;4;-4.887;0;0.104;1.17e-06;0.0492;0.266;0.177;91.0
metal;0.245;0.861;2;-8.728;1;0.0415;0.000256;0.871;0.216;0.483;91.056
metal;0.462;0.628;7;-5.659;1;0.0274;0.0534;0.00025;0.12;0.0981;140.049
metal;0.158;0.572;7;-6.293;0;0.0346;0.000926;0.893;0.144;0.347;79.176
metal;0.285;0.908;4;-4.601;0;0.0705;0.0318;0.00909;0.311;0.669;159.756
metal;0.166;0.927;7;-8.797;1;0.0736;3.94e-06;0.651;0.344;0.219;131.984
metal;0.19;0.934;1;-7.796;1;0.056;8.08e-06;0.107;0.363;0.36;98.424
metal;0.294;0.995;1;-4.383;0;0.168;0.000489;0.331;0.128;0.0379;88.777
metal;0.342;0.888;2;-11.883;1;0.0463;0.000175;0.46;0.139;0.195;126.69
metal;0.483;0.893;4;-3.785;0;0.0652;0.018;0.00075;0.162;0.2;131.681
metal;0.459;0.923;10;-6.081;0;0.0709;9.19e-05;1.46e-06;0.454;0.548;119.838
metal;0.733;0.726;7;-6.514;1;0.0371;0.379;2.58e-06;0.471;0.915;120.814
metal;0.232;0.931;9;-8.804;1;0.0808;0.00413;0.756;0.0927;0.0371;122.684
metal;0.314;0.964;0;-4.276;1;0.0939;0.00135;0.000247;0.289;0.238;177.931
metal;0.365;0.763;11;-9.45;0;0.0591;0.00726;0.000457;0.0865;0.342;148.366
metal;0.429;0.631;4;-11.514;0;0.0769;7.85e-05;0.00411;0.175;0.376;162.734
metal;0.374;0.728;1;-11.502;1;0.0572;0.000245;0.00582;0.113;0.348;105.392
metal;0.189;0.95;11;-9.648;1;0.0954;0.00371;0.000779;0.0543;0.124;155.558
metal;0.571;0.905;4;-7.656;0;0.0513;0.00839;0.00162;0.109;0.457;88.098
metal;0.321;0.958;8;-10.495;1;0.0872;0.103;7.43e-05;0.0994;0.106;117.875
metal;0.487;0.989;5;-3.945;1;0.0799;0.0013;0.000103;0.344;0.27;98.0
metal;0.288;0.997;1;-5.335;0;0.241;7.06e-06;0.439;0.196;0.0398;122.508
metal;0.53;0.99;0;-4.676;1;0.084;0.000968;0.0259;0.0626;0.582;148.524
metal;0.461;0.961;8;-3.011;1;0.0479;6.39e-06;0.14;0.308;0.416;96.009
metal;0.535;0.889;10;-5.547;0;0.0533;9.92e-05;0.41;0.329;0.327;97.493
metal;0.515;0.805;2;-8.593;1;0.0423;7.58e-05;0.545;0.105;0.713;124.505
metal;0.517;0.98;7;-4.011;1;0.102;1.97e-06;0.00191;0.0758;0.0422;110.023
metal;0.424;0.971;10;-7.376;0;0.13;7.12e-06;0.0302;0.214;0.322;146.016
metal;0.585;0.881;5;-4.719;0;0.0366;2.27e-05;0.000939;0.376;0.425;107.028
metal;0.474;0.974;7;-3.715;0;0.0688;2.26e-06;0.0177;0.499;0.227;105.018
metal;0.238;0.759;0;-12.476;1;0.0624;0.000407;0.002;0.608;0.732;193.044
metal;0.454;0.969;1;-4.897;0;0.0748;2.18e-05;0.171;0.0709;0.386;140.172
metal;0.577;0.901;1;-5.981;1;0.0492;0.000431;3.59e-06;0.672;0.337;90.997
metal;0.427;0.79;10;-12.396;1;0.0513;4.18e-05;0.51;0.344;0.443;111.298
metal;0.332;0.965;9;-9.103;1;0.173;0.00767;0.907;0.369;0.227;94.853
metal;0.244;0.943;3;-4.208;1;0.156;0.000744;2.67e-05;0.157;0.544;174.333
metal;0.374;0.92;6;-4.653;1;0.0501;1.62e-05;0.026;0.0802;0.278;191.014
metal;0.502;0.924;4;-6.299;1;0.0503;0.0127;0.0;0.162;0.922;149.186
metal;0.118;0.982;10;-5.349;0;0.231;2.26e-05;0.253;0.22;0.0345;96.128
metal;0.46;0.889;1;-6.279;0;0.0581;4.15e-05;0.656;0.0671;0.219;114.994
metal;0.555;0.959;1;-4.58;1;0.0668;2.68e-05;0.543;0.0969;0.299;102.531
metal;0.357;0.98;6;-6.835;1;0.079;5.22e-05;0.843;0.0768;0.368;96.969
metal;0.495;0.835;10;-13.211;1;0.0523;0.00353;0.0;0.24;0.153;131.351
metal;0.428;0.874;4;-6.664;0;0.128;0.000337;0.0419;0.311;0.261;119.708
metal;0.484;0.915;0;-5.0;1;0.0684;0.00264;0.00305;0.234;0.26;110.039
metal;0.321;0.556;8;-8.802;0;0.0329;0.00518;0.0901;0.125;0.167;180.293
metal;0.325;0.996;5;-2.95;0;0.096;1.99e-05;0.0389;0.186;0.354;120.013
metal;0.568;0.905;5;-6.113;0;0.0333;8.05e-05;0.841;0.0969;0.413;126.008
metal;0.159;0.964;4;-4.452;0;0.0871;1.11e-06;0.302;0.0819;0.0567;133.026
metal;0.402;0.86;8;-7.689;1;0.039;1.43e-06;0.895;0.103;0.427;108.118
metal;0.566;0.844;1;-4.705;0;0.0311;3.06e-05;0.0914;0.0874;0.682;109.023
metal;0.445;0.98;5;-4.369;0;0.0731;2.45e-05;0.163;0.129;0.285;155.045
metal;0.155;0.947;0;-5.735;1;0.0984;0.00254;0.00251;0.235;0.27;185.502
metal;0.131;0.975;7;-7.228;1;0.118;1.61e-06;0.914;0.0862;0.393;79.467
metal;0.28;0.908;2;-5.509;0;0.109;0.0327;8.85e-06;0.18;0.26;118.698
metal;0.548;0.858;8;-5.729;1;0.0745;0.000155;0.00169;0.0951;0.374;104.177
metal;0.146;0.947;0;-5.708;1;0.0838;7.68e-05;0.905;0.185;0.0891;104.353
metal;0.267;1.0;4;-4.92;0;0.135;0.016;0.447;0.45;0.0215;138.616
metal;0.219;0.919;8;-5.379;1;0.0833;4e-06;0.0022;0.164;0.399;119.522
metal;0.534;0.957;9;-6.655;1;0.0579;9.1e-06;0.443;0.0438;0.425;129.77
metal;0.39;0.758;3;-6.329;1;0.0312;0.00114;0.829;0.0978;0.0993;84.003
